msa_name,year,msa_no,normusaspminpop,normusasminorestab,MinorityUsasp,normusaswompop,normusaswomestab,WomanUsasp,normawardestab,normawardpop,AwardAmount,normsampop1000,normsamestab,ann_sam_registrations,normwompop1000,normwomestab,Woman,normminorpop1000,normminorest,Minority,normcdfipop10000,normcdfiestab10000,cumulativecdfi,normmdipop10000,normmdiestab10000,UnemploymentRate,UnemploymentPerCapita,AvgAverageWeeklyWage,EstablishmentCount,AvgPopulation
"Abilene, TX MSA",2019,10180,0,0,0,0,0,0,37882,930,1456820,20,1,32,50,2,78,55,2,86,,,,,,12,0,842,17229,175394
"Abilene, TX MSA",2020,10180,0,0,0,0,0,0,88647,2200,3445603,40,2,62,60,2,94,61,2,96,,,,,,22,0,884,17414,175394
"Abilene, TX MSA",2021,10180,0,0,0,0,0,0,6643,224,350972,17,0,26,34,1,54,27,1,42,,,,,,19,0,875,13315,175394
"Aguadilla-Isabela-San Sebastian, PR MSA",2019,10380,154,12102,968081,58,4590,367184,25997,330,2079610,12,1,75,31,2,194,82,6,515,,,,,,44,0,472,15361,302283
"Aguadilla-Isabela-San Sebastian, PR MSA",2020,10380,923,73258,5814929,78,6200,492128,98138,1237,7789754,18,1,111,31,2,198,92,7,580,,,,,,41,0,491,15242,302283
"Aguadilla-Isabela-San Sebastian, PR MSA",2021,10380,0,0,0,0,0,0,8585,150,943722,10,1,60,14,1,86,40,2,250,,,,,,37,0,487,11874,302283
"Akron, OH MSA",2019,10420,31,1205,76884,454,17817,1136884,1397512,35589,89175239,61,2,154,249,10,624,227,9,569,0,0,2,,,17,0,957,71469,701600
"Akron, OH MSA",2020,10420,63,2459,158593,56,2162,139457,926792,23858,59782151,99,4,247,293,11,735,258,10,646,0,0,2,,,32,0,1018,72247,701600
"Akron, OH MSA",2021,10420,85,2414,212601,210,5964,525300,31519,1108,2776184,51,1,129,147,4,368,135,4,338,,,,,,20,0,1044,55492,701600
"Albany, GA MSA",2019,10500,0,0,0,711,31459,971966,32051,724,990251,44,2,60,221,10,302,283,13,387,0,1,1,,,17,0,800,13348,147639
"Albany, GA MSA",2020,10500,0,0,0,930,39873,1271503,47063,1098,1500763,65,3,89,238,10,326,328,14,448,0,1,1,,,29,0,853,13777,147639
"Albany, GA MSA",2021,10500,22,685,30600,0,0,0,685,22,30600,33,1,45,117,4,160,147,5,201,,,,,,19,0,880,10854,147639
"Albany-Schenectady-Troy, NY MSA",2019,10580,1943,72784,2566139,2624,98289,3465353,106315,2838,3748346,155,6,205,430,16,568,300,11,396,0,0,2,,,14,0,1106,95339,892743
"Albany-Schenectady-Troy, NY MSA",2020,10580,1897,70758,2505848,2350,87633,3103458,265335,7115,9396685,211,8,279,450,17,594,338,13,446,0,0,2,,,29,0,1220,95762,892743
"Albany-Schenectady-Troy, NY MSA",2021,10580,0,0,0,100,2793,131420,20637,735,971105,98,3,129,191,5,252,140,4,185,,,,,,19,0,1259,71573,892743
"Albuquerque, NM MSA",2019,10740,254752,9582366,664250311,48228,1814064,125751086,15102792,401515,1046926715,249,9,650,866,33,2258,961,36,2507,0,1,8,,,19,0,924,97642,917819
"Albuquerque, NM MSA",2020,10740,271177,9980559,707076634,64449,2372035,168047777,19341951,525530,1370288227,320,12,834,876,32,2284,1011,37,2636,0,1,8,,,33,0,1007,99780,917819
"Albuquerque, NM MSA",2021,10740,53971,1473138,140726014,4988,136136,13004790,4147772,151961,396228511,158,4,412,396,11,1033,489,13,1274,,,,,,27,0,1014,75676,917819
"Alexandria, LA MSA",2019,10780,21,797,21200,83,3180,84594,226402,5882,6023196,85,3,87,261,10,267,183,7,187,0,1,2,,,20,0,801,15750,151554
"Alexandria, LA MSA",2020,10780,20,770,20800,854,32393,874870,1883613,49680,50873206,95,4,97,242,9,248,174,7,178,0,1,2,,,25,0,855,15990,151554
"Alexandria, LA MSA",2021,10780,0,0,0,135,3738,138373,21185,766,784230,53,1,54,89,2,91,79,2,81,,,,,,17,0,862,12328,151554
"Allentown-Bethlehem-Easton, PA-NJ MSA",2019,10900,179,7830,380383,814,35567,1727756,248820,5698,12087037,64,3,135,218,10,463,195,9,413,0,0,1,,,18,0,1014,78502,857022
"Allentown-Bethlehem-Easton, PA-NJ MSA",2020,10900,1388,60834,2944255,2049,89806,4346493,434963,9924,21051557,90,4,190,233,10,495,215,9,457,0,0,1,,,37,1,1094,78213,857022
"Allentown-Bethlehem-Easton, PA-NJ MSA",2021,10900,725,23538,1538095,725,23538,1538095,169427,5219,11071133,49,2,105,117,4,248,105,3,222,,,,,,25,0,1092,59403,857022
"Altoona, PA MSA",2019,11020,0,0,0,57,2023,107866,23091,646,1231356,18,1,34,39,1,74,13,0,24,,,,,,18,0,829,13652,122038
"Altoona, PA MSA",2020,11020,0,0,0,0,0,0,24724,694,1324079,21,1,40,33,1,62,9,0,18,,,,,,35,1,880,13710,122038
"Altoona, PA MSA",2021,11020,0,0,0,0,0,0,3078,117,222904,6,0,12,16,0,30,3,0,6,,,,,,23,0,879,10430,122038
"Amarillo, TX MSA",2019,11100,818,31914,1052916,81,3171,104614,561107,14375,18512229,57,2,73,123,5,159,71,3,91,,,,,,10,0,925,27450,267859
"Amarillo, TX MSA",2020,11100,1363,52754,1755440,80,3085,102640,222438,5748,7401814,73,3,94,144,6,186,63,2,81,,,,,,20,0,977,27686,267859
"Amarillo, TX MSA",2021,11100,551,15823,709544,0,0,0,161881,5637,7258957,24,1,31,72,2,93,37,1,48,,,,,,16,0,977,20986,267859
"Ames, IA MSA",2019,11180,549,25677,952885,24,1143,42400,135384,2895,5024186,19,1,33,24,1,42,31,1,54,,,,,,7,0,999,10688,124951
"Ames, IA MSA",2020,11180,0,0,0,1348,61635,2340000,142219,3111,5399373,24,1,41,35,2,61,32,1,56,,,,,,15,0,1071,10935,124951
"Ames, IA MSA",2021,11180,0,0,0,71,2342,122400,14761,445,771528,12,0,21,24,1,41,20,1,34,,,,,,11,0,1103,8468,124951
"Anchorage, AK MSA",2019,11260,4045135,154100325,9576865632,15869,604528,37569561,354777913,9312924,22048366197,318,12,753,453,17,1073,1086,41,2570,0,0,2,,,19,0,1119,41767,397740
"Anchorage, AK MSA",2020,11260,6511269,243648354,15415441216,27747,1038276,65690895,390612806,10438753,24713767386,426,16,1009,467,17,1105,1246,47,2950,0,1,3,,,31,0,1201,42524,397740
"Anchorage, AK MSA",2021,11260,2587018,70332166,6124771360,8947,243242,21182325,72630316,2671551,6324902267,231,6,546,241,7,570,660,18,1563,,,,,,23,0,1181,32921,397740
"Anderson, IN MSA",2019,11300,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Anderson, IN MSA",2020,11300,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Anderson, IN MSA",2021,11300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anderson, SC MSA",2019,11340,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Anderson, SC MSA",2020,11340,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Anderson, SC MSA",2021,11340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ann Arbor, MI MSA",2019,11460,2891,119413,14058979,314,12977,1527878,382486,9261,45031695,30,1,148,94,4,456,65,3,315,0,0,1,,,11,0,1178,35866,369549
"Ann Arbor, MI MSA",2020,11460,4840,193223,23533419,204,8138,991132,618200,15484,75293004,37,1,182,94,4,455,67,3,327,0,0,1,,,26,0,1277,37026,369549
"Ann Arbor, MI MSA",2021,11460,3691,110287,17949036,428,12797,2082723,254390,8514,41401564,20,1,99,40,1,193,31,1,152,,,,,,17,0,1287,27830,369549
"Anniston-Oxford, AL MSA",2019,11500,74,3343,118008,0,0,0,7337802,161753,258986100,24,1,38,100,5,160,65,3,104,,,,,,14,0,796,10165,115281
"Anniston-Oxford, AL MSA",2020,11500,14,645,22880,68,3082,109366,5731715,127017,203370803,38,2,61,93,4,149,63,3,101,,,,,,28,0,837,10220,115281
"Anniston-Oxford, AL MSA",2021,11500,0,0,0,0,0,0,1932719,58571,93779984,13,0,21,34,1,55,27,1,44,,,,,,16,0,847,7861,115281
"Appleton, WI MSA",2019,11540,0,0,0,0,0,0,1617,42,85197,14,1,29,51,2,103,13,1,27,,,,,,12,0,932,25288,241789
"Appleton, WI MSA",2020,11540,0,0,0,0,0,0,1518,40,80974,16,1,33,43,2,87,17,1,34,,,,,,21,0,985,25615,241789
"Appleton, WI MSA",2021,11540,0,0,0,0,0,0,1339,48,97704,7,0,15,18,0,36,9,0,18,,,,,,12,0,993,19710,241789
"Asheville, NC MSA",2019,11700,59,1842,132500,4193,131198,9437210,219774,7024,15808526,45,1,102,154,5,346,43,1,96,0,0,2,,,12,0,831,59858,468158
"Asheville, NC MSA",2020,11700,178,5288,401064,5086,150937,11446818,375067,12638,28444430,50,1,113,160,5,360,43,1,96,0,0,2,,,32,0,889,63101,468158
"Asheville, NC MSA",2021,11700,73,1551,163200,13,287,30227,72688,3397,7646923,25,1,57,78,2,176,21,0,48,,,,,,16,0,903,49245,468158
"Athens-Clark County, GA MSA",2019,12020,0,0,0,1661,72775,3444543,93349,2130,4418324,29,1,60,105,5,217,68,3,142,,,,,,13,0,882,19693,215716
"Athens-Clark County, GA MSA",2020,12020,0,0,0,1731,72294,3591248,216606,5188,10759988,44,2,91,126,5,262,79,3,163,,,,,,23,0,939,20672,215716
"Athens-Clark County, GA MSA",2021,12020,0,0,0,1,32,2295,115,4,8097,29,1,61,56,2,116,40,1,84,,,,,,12,0,959,16527,215716
"Atlanta-Sandy Springs-Marietta, GA MSA",2019,12060,58769,2267471,267827386,117587,4536815,535875978,9489440,245951,1120866376,924,36,4209,5438,210,24783,7474,288,34059,0,0,10,0,0,14,0,1187,631397,6088520
"Atlanta-Sandy Springs-Marietta, GA MSA",2020,12060,83701,3021367,381447886,291642,10527474,1329094413,21024060,582429,2654289271,1531,55,6978,6208,224,28290,8588,310,39137,0,0,11,0,0,28,0,1268,675117,6088520
"Atlanta-Sandy Springs-Marietta, GA MSA",2021,12060,62366,1561919,284221016,80874,2025425,368564875,6685713,266956,1216593440,739,18,3366,3060,77,13944,4315,108,19664,,,,0,0,14,0,1306,547126,6088520
"Atlantic City, NJ MSA",2019,12100,0,0,0,195,7920,411724,7980,196,414879,24,1,51,79,3,167,98,4,207,,,,,,20,0,915,26619,270942
"Atlantic City, NJ MSA",2020,12100,0,0,0,0,0,0,628,16,32894,36,1,76,74,3,156,111,4,235,,,,,,71,1,1031,26841,270942
"Atlantic City, NJ MSA",2021,12100,0,0,0,0,0,0,0,0,0,13,0,27,34,1,72,51,2,109,,,,,,40,1,1016,20558,270942
"Auburn-Opelika, AL MSA",2019,12220,1346,69928,4456231,1,46,2936,81984,1578,5224494,20,1,65,63,3,209,56,3,184,,,,,,11,0,783,13257,172120
"Auburn-Opelika, AL MSA",2020,12220,1981,100438,6558227,1,61,3952,393264,7758,25678648,29,1,96,74,4,245,62,3,206,,,,,,21,0,848,13587,172120
"Auburn-Opelika, AL MSA",2021,12220,657,23783,2175280,9,342,31245,242029,6688,22136821,8,0,27,35,1,115,32,1,107,,,,,,11,0,854,10703,172120
"Augusta-Richmond County, GA-SC MSA",2019,12260,1667,88315,4399040,464,24588,1224740,12612560,238075,628242625,121,6,319,451,24,1189,557,30,1470,0,0,2,,,15,0,946,46232,612211
"Augusta-Richmond County, GA-SC MSA",2020,12260,4783,241648,12622525,96,4829,252238,3587350,71011,187385881,160,8,423,509,26,1343,601,30,1587,0,0,2,,,23,0,1006,48484,612211
"Augusta-Richmond County, GA-SC MSA",2021,12260,428,15548,1130459,51,1848,134380,452822,12476,32923340,84,3,221,255,9,672,294,11,775,,,,,,14,0,1011,37957,612211
"Austin-Round Rock, TX MSA",2019,12420,169217,6187791,702886953,8022,293354,33322782,7489326,204810,850731637,251,9,1044,815,30,3384,793,29,3295,0,0,4,,,11,0,1265,250847,2292878
"Austin-Round Rock, TX MSA",2020,12420,170143,5929649,706734012,6912,240876,28709205,15803408,453457,1883552633,367,13,1523,900,31,3739,893,31,3710,0,0,5,,,25,0,1385,263245,2292878
"Austin-Round Rock, TX MSA",2021,12420,50737,1240047,210750634,3485,85164,14473975,4712718,192824,800944169,184,5,766,449,11,1867,438,11,1821,,,,,,17,0,1457,211148,2292878
"Bakersfield, CA MSA",2019,12540,0,0,0,20,870,65896,25763,592,1950484,32,1,106,116,5,382,133,6,437,,,,,,32,0,930,83625,909291
"Bakersfield, CA MSA",2020,12540,0,0,0,42,1761,139685,84258,2029,6683179,53,2,173,134,6,441,151,6,498,,,,,,50,1,1000,87589,909291
"Bakersfield, CA MSA",2021,12540,0,0,0,0,0,0,10614,357,1174865,27,1,90,73,2,240,76,2,250,,,,,,39,0,1006,68754,909291
"Baltimore-Towson, MD MSA",2019,12580,862933,33335735,2849584746,66232,2558578,218710781,380480928,9849178,32524036335,854,33,2821,2732,106,9020,3726,144,12303,0,0,8,0,0,14,0,1191,292691,2826690
"Baltimore-Towson, MD MSA",2020,12580,1190524,46471997,3931358640,105915,4134387,349753780,485655120,12441560,41084622785,1123,44,3708,2964,116,9788,4085,159,13489,0,0,8,0,0,26,0,1305,289675,2826690
"Baltimore-Towson, MD MSA",2021,12580,358817,10530799,1184888977,12373,363128,40857883,172655077,5882897,19426550074,550,16,1816,1475,43,4872,2028,60,6696,,,,0,0,22,0,1301,216708,2826690
"Bangor, ME MSA",2019,12620,0,0,0,0,0,0,112515,3396,2586257,43,1,33,59,2,45,16,1,12,0,2,4,,,11,0,843,18389,152307
"Bangor, ME MSA",2020,12620,0,0,0,669,21781,509600,98428,3024,2302833,49,2,37,66,2,50,32,1,24,0,2,4,,,20,0,925,18717,152307
"Bangor, ME MSA",2021,12620,0,0,0,656,15769,499800,42683,1776,1352809,22,1,17,26,1,20,16,0,12,,,,,,19,0,923,14263,152307
"Barnstable Town, MA MSA",2019,12700,1085,25450,1069808,910,21342,897146,96635,4120,4062143,54,1,53,182,4,179,75,2,74,0,0,1,,,15,0,964,38338,224790
"Barnstable Town, MA MSA",2020,12700,1513,35663,1491441,1508,35546,1486516,1708497,72470,71449284,79,2,78,189,4,186,95,2,94,0,0,1,,,41,1,1068,38142,224790
"Barnstable Town, MA MSA",2021,12700,1468,25348,1447527,1468,25348,1447527,8915592,516412,509141508,42,1,41,109,2,107,52,1,51,,,,,,26,0,1057,29303,224790
"Baton Rouge, LA MSA",2019,12940,600,21361,1120263,3452,122793,6439906,230631,6483,12095519,177,6,330,984,35,1835,1092,39,2037,0,1,6,,,17,0,1036,97356,865656
"Baton Rouge, LA MSA",2020,12940,6992,238850,13044591,4597,157034,8576277,833383,24396,45514432,294,10,549,1048,36,1956,1255,43,2342,0,1,9,,,30,0,1082,101397,865656
"Baton Rouge, LA MSA",2021,12940,6027,147894,11244762,1439,35299,2683886,204326,8327,15535459,131,3,244,523,13,976,628,15,1172,,,,,,21,0,1079,79386,865656
"Battle Creek, MI MSA",2019,12980,96,5469,201400,0,0,0,5469,96,201400,5,0,10,17,1,36,36,2,76,0,2,2,,,16,0,1012,9441,134030
"Battle Creek, MI MSA",2020,12980,54,2930,112320,0,0,0,3082,56,118144,8,0,17,17,1,35,40,2,84,0,2,2,,,39,1,1098,9813,134030
"Battle Creek, MI MSA",2021,12980,0,0,0,0,0,0,0,0,0,5,0,10,6,0,12,20,1,42,,,,,,26,0,1119,7325,134030
"Bay City, MI MSA",2019,13020,0,0,0,0,0,0,462,9,22143,4,0,10,15,1,35,1,0,3,,,,,,18,0,828,8442,103235
"Bay City, MI MSA",2020,13020,0,0,0,0,0,0,8541,174,408054,7,0,17,20,1,48,5,0,12,,,,,,37,1,949,8409,103235
"Bay City, MI MSA",2021,13020,0,0,0,0,0,0,2715,73,171074,3,0,7,9,0,20,3,0,6,,,,,,24,0,962,6238,103235
"Beaumont-Port Arthur, TX MSA",2019,13140,0,0,0,61,2862,143246,25428,541,1272566,48,2,114,188,9,442,156,7,366,,,,,,22,0,1083,33631,394980
"Beaumont-Port Arthur, TX MSA",2020,13140,374,17520,878619,407,19072,956446,63901,1363,3204562,55,3,130,174,8,408,156,7,367,,,,,,45,1,1101,33700,394980
"Beaumont-Port Arthur, TX MSA",2021,13140,0,0,0,0,0,0,4421,126,296332,19,1,45,70,2,165,75,3,177,,,,,,38,0,1093,25335,394980
"Bellingham, WA MSA",2019,13380,0,0,0,0,0,0,24330,794,2520800,20,1,62,55,2,176,27,1,87,0,1,3,,,20,0,955,29840,228461
"Bellingham, WA MSA",2020,13380,0,0,0,0,0,0,21442,740,2348180,29,1,91,62,2,197,26,1,84,0,1,3,,,37,1,1027,31612,228461
"Bellingham, WA MSA",2021,13380,0,0,0,0,0,0,4080,187,593376,13,0,41,25,1,79,9,0,30,,,,,,21,0,1056,23564,228461
"Bend, OR MSA",2019,13460,0,0,0,264,5811,1322109,419902,19049,95537220,22,0,112,77,2,385,12,0,60,,,,,,15,0,915,36414,200616
"Bend, OR MSA",2020,13460,0,0,0,1033,21521,5182236,207882,9981,50057644,33,1,165,72,2,363,17,0,83,0,0,1,,,32,0,1019,38554,200616
"Bend, OR MSA",2021,13460,0,0,0,42,611,211453,145469,10036,50333573,15,0,77,35,1,176,10,0,49,,,,,,21,0,1050,31147,200616
"Billings, MT MSA",2019,13740,0,0,0,0,0,0,9288,360,503283,46,1,64,160,4,223,130,3,182,0,0,1,,,13,0,939,28618,184424
"Billings, MT MSA",2020,13740,149,3776,208083,2357,59758,3293296,87112,3436,4800800,68,2,95,180,5,251,147,4,206,0,0,1,,,22,0,991,29114,184424
"Billings, MT MSA",2021,13740,0,0,0,295,5564,411839,5564,295,411839,37,1,51,93,2,130,71,1,99,,,,,,12,0,993,21992,184424
"Binghamton, NY MSA",2019,13780,0,0,0,0,0,0,29499,641,866808,31,1,42,85,4,115,62,3,84,,,,,,18,0,917,21157,243488
"Binghamton, NY MSA",2020,13780,0,0,0,0,0,0,361555,7732,10459782,46,2,62,72,3,98,52,2,70,,,,,,34,0,1011,20830,243488
"Binghamton, NY MSA",2021,13780,0,0,0,0,0,0,169186,4751,6426482,13,0,18,26,1,35,23,1,31,,,,,,22,0,1051,15384,243488
"Birmingham-Hoover, AL MSA",2019,13820,63891,2357793,99288337,775,28591,1203996,2749543,74506,115785227,215,8,334,1019,38,1583,1158,43,1800,0,0,1,0,0,11,0,1054,119936,1106469
"Birmingham-Hoover, AL MSA",2020,13820,61564,2238830,95672091,2799,101805,4350442,2971967,81724,127001298,326,12,507,1172,43,1821,1390,51,2160,0,0,3,0,0,22,0,1114,121739,1106469
"Birmingham-Hoover, AL MSA",2021,13820,15422,404283,23965638,87,2275,134877,551511,21038,32693214,156,4,242,615,16,955,696,18,1081,,,,0,0,12,0,1129,94971,1106469
"Bismarck, ND MSA",2019,13900,218,5766,327540,105,2771,157431,19256,727,1093916,41,1,62,102,3,154,86,2,129,0,1,1,,,10,0,998,19997,132344
"Bismarck, ND MSA",2020,13900,0,0,0,39,1022,59105,53959,2075,3121066,48,1,72,90,2,135,95,2,143,0,0,1,,,18,0,1048,20361,132344
"Bismarck, ND MSA",2021,13900,806,15591,1211576,40,766,59535,47044,2431,3655914,30,1,45,36,1,54,42,1,63,,,,,,13,0,1038,15389,132344
"Blacksburg-Christiansburg-Radford, VA MSA",2019,13980,0,0,0,278,10487,350283,72593,1925,2424829,56,2,70,145,5,183,49,2,62,0,1,1,,,12,0,851,17637,166312
"Blacksburg-Christiansburg-Radford, VA MSA",2020,13980,0,0,0,1589,60783,2002135,631464,16509,20799925,63,2,80,133,5,168,56,2,70,0,1,1,,,23,0,906,17392,166312
"Blacksburg-Christiansburg-Radford, VA MSA",2021,13980,0,0,0,7286,206076,9180000,363192,12841,16179017,24,1,30,66,2,83,33,1,42,,,,,,14,0,938,13231,166312
"Bloomington, IN MSA",2019,14020,15385,748656,18528758,186,9044,223837,1021391,20990,25278763,42,2,51,227,11,273,109,5,131,,,,,,13,0,877,13464,163789
"Bloomington, IN MSA",2020,14020,10063,480619,12119439,600,28664,722792,1166248,24419,29408473,52,2,63,220,11,265,112,5,135,,,,,,23,0,955,13718,163789
"Bloomington, IN MSA",2021,14020,0,0,0,188,6609,226832,134994,3847,4633117,31,1,37,106,4,128,46,2,55,,,,,,13,0,1005,10503,163789
"Bloomington-Normal, IL MSA",2019,14060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bloomington-Normal, IL MSA",2020,14060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bloomington-Normal, IL MSA",2021,14060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boise City-Nampa, ID MSA",2019,14260,1377,46524,3636859,1104,37318,2917231,1458763,43169,114035069,140,5,369,407,14,1075,179,6,474,0,0,2,,,11,0,932,91376,771350
"Boise City-Nampa, ID MSA",2020,14260,12787,393423,33777058,2376,73099,6275871,891204,28965,76513761,193,6,511,447,14,1180,201,6,531,0,0,3,,,22,0,1005,100395,771350
"Boise City-Nampa, ID MSA",2021,14260,15323,322524,40477555,620,13044,1637014,520679,24737,65346377,85,2,225,215,5,569,102,2,270,,,,,,12,0,1005,82487,771350
"Boston-Cambridge-Quincy, MA-NH MSA",2019,14460,79327,2268877,232626815,22033,630165,64610495,29958913,1047456,3071672107,579,17,1699,1541,44,4519,1183,34,3470,0,0,20,0,0,11,0,1579,685723,4903154
"Boston-Cambridge-Quincy, MA-NH MSA",2020,14460,68156,1932336,199867578,23959,679273,70259344,35228375,1242547,3643780800,814,23,2386,1582,45,4638,1260,36,3694,0,0,20,0,0,34,1,1752,691857,4903154
"Boston-Cambridge-Quincy, MA-NH MSA",2021,14460,33589,685527,98498726,7575,154604,22214012,9875257,483855,1418908661,398,8,1167,749,15,2196,634,13,1860,,,,0,0,21,0,1783,540622,4903154
"Boulder, CO MSA",2019,14500,912391,18726716,2419674880,3876,79545,10277947,19518941,950989,2522038207,119,2,316,347,7,919,115,2,304,0,0,1,,,9,0,1422,64096,328850
"Boulder, CO MSA",2020,14500,2042450,40538541,5416611313,3774,74905,10008494,41615800,2096726,5560550766,167,3,442,359,7,951,149,3,396,0,0,1,,,25,0,1507,66283,328850
"Boulder, CO MSA",2021,14500,126042,1774868,334264399,835,11764,2215475,2246437,159530,423075943,81,1,216,171,2,454,81,1,214,,,,,,19,0,1561,52553,328850
"Bowling Green, KY MSA",2019,14540,19,744,44665,205,8102,486368,49978,1263,3000311,15,1,36,61,2,144,14,1,33,,,,,,16,0,818,18251,180604
"Bowling Green, KY MSA",2020,14540,1,52,3266,90,3411,213835,16598,438,1040621,23,1,54,57,2,135,21,1,49,,,,,,26,0,870,19064,180604
"Bowling Green, KY MSA",2021,14540,32,886,76867,0,0,0,15108,552,1311215,12,0,29,22,1,52,15,0,36,,,,,,16,0,867,14841,180604
"Bremerton-Silverdale, WA MSA",2019,14740,5402,210884,14222954,1606,62689,4228034,957898,24538,64604723,40,2,106,118,5,311,51,2,135,,,,,,18,0,1037,28057,273816
"Bremerton-Silverdale, WA MSA",2020,14740,8145,301841,21443904,3128,115920,8235347,1282058,34595,91082075,61,2,160,129,5,340,44,2,115,,,,,,31,0,1165,29660,273816
"Bremerton-Silverdale, WA MSA",2021,14740,146,4062,384566,174,4849,459057,179624,6459,17006304,26,1,69,63,2,167,20,1,52,,,,,,18,0,1160,22156,273816
"Bridgeport-Stamford-Norwalk, CT MSA",2019,14860,84,2169,209880,35,896,86737,113038,4361,10936735,83,2,208,328,9,823,294,8,738,0,0,1,,,14,0,1716,147071,952998
"Bridgeport-Stamford-Norwalk, CT MSA",2020,14860,737,18811,1847675,434,11083,1088623,9557968,374343,938812045,128,3,321,372,10,934,341,9,856,0,0,1,,,32,0,1855,149316,952998
"Bridgeport-Stamford-Norwalk, CT MSA",2021,14860,322,5923,808777,217,3994,545448,194349,10582,26539307,61,1,152,169,3,425,163,3,408,,,,,,27,0,1890,116767,952998
"Brownsville-Harlingen, TX MSA",2019,15180,47,3007,236799,0,0,0,4547,71,358015,12,1,62,44,3,219,79,5,397,0,1,2,0,0,22,0,667,26457,422461
"Brownsville-Harlingen, TX MSA",2020,15180,6476,409655,32569680,0,0,0,447245,7070,35558355,18,1,93,40,3,202,85,5,429,0,1,2,0,0,41,0,705,26714,422461
"Brownsville-Harlingen, TX MSA",2021,15180,58,2739,293763,0,0,0,2739,58,293763,9,0,46,20,1,100,41,2,205,,,,0,0,35,0,728,20270,422461
"Brunswick, GA MSA",2019,15260,4165,156810,7068678,4055,152689,6882928,242692,6446,10940090,29,1,50,54,2,91,93,4,158,,,,,,14,0,836,12262,115411
"Brunswick, GA MSA",2020,15260,2591,93699,4397501,1330,48112,2257998,132558,3666,6221252,37,1,63,62,2,105,110,4,187,,,,,,26,0,869,12768,115411
"Brunswick, GA MSA",2021,15260,149,3845,252073,54,1391,91230,21756,840,1426421,11,0,18,32,1,54,53,1,90,,,,,,13,0,880,10032,115411
"Buffalo-Niagara Falls, NY MSA",2019,15380,1737,68243,4547177,376,14767,983963,507089,12906,33788201,118,5,309,428,17,1120,348,14,910,0,0,3,,,17,0,979,117277,1151942
"Buffalo-Niagara Falls, NY MSA",2020,15380,14082,552473,36866272,2249,88228,5887395,1602565,40847,106938399,162,6,424,459,18,1202,391,15,1023,0,0,3,,,39,1,1073,117447,1151942
"Buffalo-Niagara Falls, NY MSA",2021,15380,5856,172430,15330713,501,14763,1312579,256754,8719,22827941,70,2,182,208,6,544,183,5,478,,,,,,23,0,1084,88021,1151942
"Burlington, NC MSA",2019,15500,0,0,0,0,0,0,0,0,0,10,0,34,21,1,70,39,2,128,,,,,,15,0,812,14346,171743
"Burlington, NC MSA",2020,15500,6,279,20021,0,0,0,634,14,45443,9,0,29,31,1,102,47,2,155,,,,,,29,0,883,14915,171743
"Burlington, NC MSA",2021,15500,0,0,0,0,0,0,0,0,0,5,0,17,18,1,60,27,1,90,,,,,,18,0,905,11622,171743
"Burlington-South Burlington, VT MSA",2019,15540,404,10485,462641,21,553,24418,3623698,139781,159888392,79,2,90,208,5,238,21,1,24,0,0,1,,,7,0,1060,34594,224195
"Burlington-South Burlington, VT MSA",2020,15540,5,136,6142,173,4367,197502,22307750,882080,1008969038,91,2,104,202,5,231,25,1,29,0,0,1,,,19,0,1157,35466,224195
"Burlington-South Burlington, VT MSA",2021,15540,5,94,6024,5,94,6024,1184962,66527,76096880,58,1,66,103,2,118,15,0,17,,,,,,9,0,1155,28327,224195
CA NONMETROPOLITAN AREA,2019,99005,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
CA NONMETROPOLITAN AREA,2020,99005,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
CA NONMETROPOLITAN AREA,2021,99005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO NONMETROPOLITAN AREA,2019,99006,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
CO NONMETROPOLITAN AREA,2020,99006,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
CO NONMETROPOLITAN AREA,2021,99006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT NONMETROPOLITAN AREA,2019,99007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT NONMETROPOLITAN AREA,2020,99007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT NONMETROPOLITAN AREA,2021,99007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canton-Massillon, OH MSA",2019,15940,0,0,0,920,39918,1734434,2625406,60505,114074326,37,2,69,112,5,212,81,4,153,,,,,,18,0,830,36847,399697
"Canton-Massillon, OH MSA",2020,15940,3112,134942,5866955,23431,1016072,44176479,10123352,233451,440139881,57,2,107,134,6,253,103,4,195,,,,,,33,0,876,36870,399697
